"","participant","domain","Obj1","Obj2","Obj3","Obj4","Obj5","subset"
"14406",451,30,"c","d","a","b","-","abcd"
"14407",451,3,"e","c","-","-","-","ce"
"14408",451,5,"d","a","c","-","-","acd"
"14409",451,24,"e","a","-","-","-","ae"
"14410",451,11,"d","c","a","e","-","acde"
"14411",451,32,"e","b","a","-","-","abe"
"14412",451,10,"e","c","b","-","-","bce"
"14413",451,21,"c","a","-","-","-","ac"
"14414",451,12,"c","d","b","-","-","bcd"
"14415",451,14,"d","e","a","b","-","abde"
"14416",451,4,"a","b","c","-","-","abc"
"14417",451,28,"a","e","c","d","-","acde"
"14418",451,15,"d","a","-","-","-","ad"
"14419",451,6,"e","c","-","-","-","ce"
"14420",451,27,"c","a","d","-","-","acd"
"14421",451,25,"c","b","-","-","-","bc"
"14422",451,13,"b","e","a","-","-","abe"
"14423",451,17,"c","e","a","d","-","acde"
"14424",451,20,"d","c","-","-","-","cd"
"14425",451,8,"a","d","e","-","-","ade"
"14426",451,19,"e","c","b","d","-","bcde"
"14427",451,23,"c","e","-","-","-","ce"
"14428",451,1,"c","b","a","-","-","abc"
"14429",451,22,"d","a","e","b","-","abde"
"14430",451,26,"b","d","-","-","-","bd"
"14431",451,16,"b","d","e","-","-","bde"
"14432",451,18,"a","b","e","c","d","abcde"
"14433",452,13,"a","b","-","-","-","ab"
"14434",452,4,"b","a","-","-","-","ab"
"14435",452,30,"c","b","d","a","-","abcd"
"14436",452,18,"e","d","c","b","-","bcde"
"14437",452,19,"e","d","-","-","-","de"
"14438",452,6,"e","b","-","-","-","be"
"14439",452,32,"a","d","-","-","-","ad"
"14440",452,8,"c","d","b","-","-","bcd"
"14441",452,17,"a","b","c","-","-","abc"
"14442",452,31,"c","b","-","-","-","bc"
"14443",452,3,"d","c","-","-","-","cd"
"14444",452,20,"b","e","a","-","-","abe"
"14445",452,12,"d","c","-","-","-","cd"
"14446",452,16,"b","e","d","-","-","bde"
"14447",452,7,"e","b","-","-","-","be"
"14448",452,11,"c","e","-","-","-","ce"
"14449",452,15,"c","e","d","-","-","cde"
"14450",452,21,"e","b","a","-","-","abe"
"14451",452,25,"c","a","d","e","-","acde"
"14452",452,10,"d","a","c","-","-","acd"
"14453",452,22,"c","e","a","-","-","ace"
"14454",452,23,"b","a","-","-","-","ab"
"14455",452,2,"d","e","-","-","-","de"
"14456",452,5,"b","d","e","-","-","bde"
"14457",452,28,"e","a","c","d","-","acde"
"14458",452,14,"e","a","b","c","-","abce"
"14459",452,24,"b","e","c","-","-","bce"
"14460",452,26,"d","e","-","-","-","de"
"14461",452,29,"e","b","a","-","-","abe"
"14462",452,1,"b","a","e","c","-","abce"
"14463",452,27,"a","b","e","c","-","abce"
"14464",452,9,"c","b","d","-","-","bcd"
"14465",453,10,"d","b","c","a","-","abcd"
"14466",453,22,"d","c","-","-","-","cd"
"14467",453,15,"e","a","b","-","-","abe"
"14468",453,14,"d","e","c","-","-","cde"
"14469",453,21,"c","d","-","-","-","cd"
"14470",453,31,"e","c","-","-","-","ce"
"14471",453,32,"c","d","e","-","-","cde"
"14472",453,27,"c","b","-","-","-","bc"
"14473",453,26,"c","e","b","-","-","bce"
"14474",453,13,"d","c","-","-","-","cd"
"14475",453,20,"d","e","a","-","-","ade"
"14476",453,12,"d","c","b","a","-","abcd"
"14477",453,23,"a","b","c","e","-","abce"
"14478",453,8,"b","d","e","-","-","bde"
"14479",453,24,"b","a","-","-","-","ab"
"14480",453,2,"d","c","-","-","-","cd"
"14481",453,17,"c","a","-","-","-","ac"
"14482",453,1,"e","b","d","-","-","bde"
"14483",453,16,"e","b","-","-","-","be"
"14484",453,11,"a","c","d","b","e","abcde"
"14485",453,5,"a","b","e","-","-","abe"
"14486",453,4,"e","b","c","a","-","abce"
"14487",453,30,"a","e","-","-","-","ae"
"14488",453,28,"c","e","a","-","-","ace"
"14489",453,29,"c","d","a","-","-","acd"
"14490",453,3,"d","a","-","-","-","ad"
"14491",453,19,"e","d","c","-","-","cde"
"14492",453,9,"a","d","-","-","-","ad"
"14493",453,18,"e","d","-","-","-","de"
"14494",453,6,"c","a","e","d","-","acde"
"14495",453,7,"e","c","a","-","-","ace"
"14496",453,25,"b","a","-","-","-","ab"
"14497",454,5,"e","b","-","-","-","be"
"14498",454,3,"e","d","a","b","-","abde"
"14499",454,31,"d","b","-","-","-","bd"
"14500",454,24,"a","c","-","-","-","ac"
"14501",454,26,"d","e","b","-","-","bde"
"14502",454,4,"d","e","b","a","-","abde"
"14503",454,19,"c","d","-","-","-","cd"
"14504",454,8,"d","a","c","e","-","acde"
"14505",454,32,"a","c","b","-","-","abc"
"14506",454,27,"a","e","-","-","-","ae"
"14507",454,14,"b","e","c","-","-","bce"
"14508",454,16,"c","d","-","-","-","cd"
"14509",454,15,"e","b","d","-","-","bde"
"14510",454,12,"d","e","a","b","c","abcde"
"14511",454,1,"d","b","c","-","-","bcd"
"14512",454,6,"d","e","-","-","-","de"
"14513",454,23,"c","d","a","-","-","acd"
"14514",454,29,"c","d","e","b","-","bcde"
"14515",454,25,"c","b","d","e","a","abcde"
"14516",454,17,"c","a","-","-","-","ac"
"14517",454,10,"b","c","-","-","-","bc"
"14518",454,9,"b","d","e","c","-","bcde"
"14519",454,18,"b","c","e","-","-","bce"
"14520",454,11,"a","b","-","-","-","ab"
"14521",454,30,"b","e","d","-","-","bde"
"14522",454,2,"e","a","c","-","-","ace"
"14523",454,13,"d","e","c","a","-","acde"
"14524",454,22,"a","e","-","-","-","ae"
"14525",454,7,"b","c","-","-","-","bc"
"14526",454,28,"d","a","e","c","-","acde"
"14527",454,20,"c","d","b","-","-","bcd"
"14528",454,21,"b","a","-","-","-","ab"
"14529",455,10,"a","d","b","-","-","abd"
"14530",455,16,"b","a","e","d","-","abde"
"14531",455,31,"c","e","-","-","-","ce"
"14532",455,12,"d","a","e","c","-","acde"
"14533",455,30,"b","e","d","-","-","bde"
"14534",455,5,"d","c","e","-","-","cde"
"14535",455,23,"a","c","b","-","-","abc"
"14536",455,7,"e","a","d","b","-","abde"
"14537",455,27,"a","c","d","-","-","acd"
"14538",455,8,"b","d","-","-","-","bd"
"14539",455,32,"d","c","e","-","-","cde"
"14540",455,25,"c","b","-","-","-","bc"
"14541",455,6,"b","d","-","-","-","bd"
"14542",455,29,"d","e","a","-","-","ade"
"14543",455,24,"d","a","e","c","-","acde"
"14544",455,21,"b","c","d","-","-","bcd"
"14545",455,22,"b","c","e","-","-","bce"
"14546",455,4,"e","b","d","-","-","bde"
"14547",455,9,"d","c","-","-","-","cd"
"14548",455,3,"b","c","e","a","d","abcde"
"14549",455,11,"e","a","-","-","-","ae"
"14550",455,14,"e","d","-","-","-","de"
"14551",455,13,"c","e","a","-","-","ace"
"14552",455,19,"c","e","b","-","-","bce"
"14553",455,20,"a","d","b","-","-","abd"
"14554",455,2,"a","b","e","-","-","abe"
"14555",455,15,"e","a","-","-","-","ae"
"14556",455,18,"a","e","-","-","-","ae"
"14557",455,28,"b","c","-","-","-","bc"
"14558",455,26,"c","b","e","-","-","bce"
"14559",455,17,"c","a","b","-","-","abc"
"14560",455,1,"d","a","c","-","-","acd"
"14561",456,27,"b","a","-","-","-","ab"
"14562",456,26,"c","a","-","-","-","ac"
"14563",456,1,"d","a","-","-","-","ad"
"14564",456,8,"e","d","-","-","-","de"
"14565",456,24,"a","c","b","-","-","abc"
"14566",456,18,"a","e","-","-","-","ae"
"14567",456,32,"b","a","-","-","-","ab"
"14568",456,12,"b","d","-","-","-","bd"
"14569",456,23,"c","b","e","-","-","bce"
"14570",456,3,"a","c","d","-","-","acd"
"14571",456,9,"e","d","-","-","-","de"
"14572",456,13,"c","e","-","-","-","ce"
"14573",456,20,"b","d","c","a","-","abcd"
"14574",456,22,"a","c","e","d","b","abcde"
"14575",456,16,"c","e","-","-","-","ce"
"14576",456,5,"e","b","-","-","-","be"
"14577",456,14,"a","b","d","c","-","abcd"
"14578",456,10,"e","a","d","c","-","acde"
"14579",456,4,"b","a","-","-","-","ab"
"14580",456,17,"b","c","e","-","-","bce"
"14581",456,29,"a","e","c","-","-","ace"
"14582",456,30,"a","d","c","-","-","acd"
"14583",456,19,"c","a","-","-","-","ac"
"14584",456,25,"b","a","e","d","-","abde"
"14585",456,28,"a","d","b","-","-","abd"
"14586",456,15,"c","d","b","-","-","bcd"
"14587",456,2,"a","e","-","-","-","ae"
"14588",456,7,"c","d","b","-","-","bcd"
"14589",456,6,"a","c","-","-","-","ac"
"14590",456,31,"c","e","d","b","a","abcde"
"14591",456,11,"d","c","b","a","-","abcd"
"14592",456,21,"e","d","c","b","-","bcde"
"14593",457,17,"b","a","c","d","-","abcd"
"14594",457,9,"a","e","d","b","-","abde"
"14595",457,23,"d","c","-","-","-","cd"
"14596",457,21,"a","e","c","d","-","acde"
"14597",457,15,"d","a","e","c","-","acde"
"14598",457,2,"a","e","d","-","-","ade"
"14599",457,25,"e","a","b","c","d","abcde"
"14600",457,28,"c","b","a","-","-","abc"
"14601",457,27,"a","d","c","b","-","abcd"
"14602",457,24,"c","b","d","-","-","bcd"
"14603",457,31,"e","b","d","c","a","abcde"
"14604",457,16,"a","e","-","-","-","ae"
"14605",457,8,"a","d","-","-","-","ad"
"14606",457,29,"d","b","e","-","-","bde"
"14607",457,5,"b","d","a","-","-","abd"
"14608",457,7,"e","a","d","-","-","ade"
"14609",457,30,"b","c","a","-","-","abc"
"14610",457,12,"a","c","-","-","-","ac"
"14611",457,4,"e","a","b","c","-","abce"
"14612",457,20,"d","b","a","-","-","abd"
"14613",457,32,"d","c","-","-","-","cd"
"14614",457,18,"b","e","a","d","-","abde"
"14615",457,1,"b","c","-","-","-","bc"
"14616",457,3,"c","b","-","-","-","bc"
"14617",457,10,"d","e","a","-","-","ade"
"14618",457,14,"d","c","-","-","-","cd"
"14619",457,11,"d","a","b","e","-","abde"
"14620",457,26,"e","a","-","-","-","ae"
"14621",457,6,"b","a","d","-","-","abd"
"14622",457,13,"c","b","d","a","-","abcd"
"14623",457,19,"a","e","b","-","-","abe"
"14624",457,22,"c","b","e","-","-","bce"
"14625",458,1,"a","d","e","-","-","ade"
"14626",458,22,"a","d","c","-","-","acd"
"14627",458,28,"d","c","b","-","-","bcd"
"14628",458,20,"e","b","c","d","-","bcde"
"14629",458,7,"e","c","a","b","-","abce"
"14630",458,19,"c","a","-","-","-","ac"
"14631",458,29,"b","e","a","-","-","abe"
"14632",458,2,"c","d","-","-","-","cd"
"14633",458,15,"d","e","-","-","-","de"
"14634",458,26,"d","a","e","-","-","ade"
"14635",458,12,"c","e","b","-","-","bce"
"14636",458,32,"c","e","-","-","-","ce"
"14637",458,6,"d","e","c","-","-","cde"
"14638",458,16,"a","b","d","-","-","abd"
"14639",458,14,"e","a","c","b","-","abce"
"14640",458,30,"d","a","e","-","-","ade"
"14641",458,9,"d","c","-","-","-","cd"
"14642",458,31,"d","e","a","c","-","acde"
"14643",458,8,"b","c","a","e","-","abce"
"14644",458,27,"b","e","-","-","-","be"
"14645",458,17,"e","b","d","a","c","abcde"
"14646",458,11,"d","a","b","-","-","abd"
"14647",458,4,"b","a","c","e","-","abce"
"14648",458,13,"b","c","-","-","-","bc"
"14649",458,3,"d","e","b","a","-","abde"
"14650",458,10,"a","c","-","-","-","ac"
"14651",458,18,"a","b","c","-","-","abc"
"14652",458,5,"e","d","a","-","-","ade"
"14653",458,24,"d","b","e","-","-","bde"
"14654",458,21,"b","a","e","-","-","abe"
"14655",458,23,"a","c","e","-","-","ace"
"14656",458,25,"b","c","a","-","-","abc"
"14657",459,29,"e","c","-","-","-","ce"
"14658",459,19,"d","a","e","c","-","acde"
"14659",459,20,"a","d","-","-","-","ad"
"14660",459,15,"c","d","a","b","-","abcd"
"14661",459,7,"d","b","-","-","-","bd"
"14662",459,1,"e","c","d","a","-","acde"
"14663",459,4,"d","e","-","-","-","de"
"14664",459,25,"d","e","-","-","-","de"
"14665",459,17,"c","b","e","d","-","bcde"
"14666",459,6,"b","e","d","-","-","bde"
"14667",459,2,"d","c","a","-","-","acd"
"14668",459,31,"b","e","a","-","-","abe"
"14669",459,10,"a","b","c","e","-","abce"
"14670",459,12,"b","e","c","-","-","bce"
"14671",459,22,"c","d","b","-","-","bcd"
"14672",459,26,"e","b","d","-","-","bde"
"14673",459,32,"b","d","-","-","-","bd"
"14674",459,23,"d","a","b","e","-","abde"
"14675",459,27,"b","a","c","-","-","abc"
"14676",459,18,"b","a","c","-","-","abc"
"14677",459,16,"e","b","-","-","-","be"
"14678",459,3,"e","d","a","c","-","acde"
"14679",459,8,"d","c","e","b","-","bcde"
"14680",459,21,"a","c","e","-","-","ace"
"14681",459,11,"d","b","-","-","-","bd"
"14682",459,28,"c","a","-","-","-","ac"
"14683",459,14,"c","d","e","-","-","cde"
"14684",459,13,"d","c","b","a","-","abcd"
"14685",459,30,"c","d","-","-","-","cd"
"14686",459,5,"a","e","d","-","-","ade"
"14687",459,9,"b","c","-","-","-","bc"
"14688",459,24,"c","b","a","d","-","abcd"
"14689",460,26,"b","e","-","-","-","be"
"14690",460,28,"b","d","-","-","-","bd"
"14691",460,22,"c","b","d","a","-","abcd"
"14692",460,9,"c","a","-","-","-","ac"
"14693",460,19,"a","e","-","-","-","ae"
"14694",460,16,"d","a","-","-","-","ad"
"14695",460,7,"d","e","a","-","-","ade"
"14696",460,21,"a","e","c","-","-","ace"
"14697",460,32,"a","d","e","-","-","ade"
"14698",460,30,"b","a","c","-","-","abc"
"14699",460,15,"d","e","-","-","-","de"
"14700",460,8,"c","e","a","-","-","ace"
"14701",460,20,"c","b","-","-","-","bc"
"14702",460,29,"b","e","c","-","-","bce"
"14703",460,6,"d","c","-","-","-","cd"
"14704",460,12,"b","e","d","-","-","bde"
"14705",460,23,"a","b","d","c","-","abcd"
"14706",460,24,"e","c","-","-","-","ce"
"14707",460,25,"d","c","-","-","-","cd"
"14708",460,5,"c","e","d","-","-","cde"
"14709",460,27,"b","d","e","-","-","bde"
"14710",460,3,"c","e","-","-","-","ce"
"14711",460,10,"c","d","e","-","-","cde"
"14712",460,18,"d","e","-","-","-","de"
"14713",460,11,"b","a","-","-","-","ab"
"14714",460,1,"b","e","-","-","-","be"
"14715",460,17,"e","c","-","-","-","ce"
"14716",460,14,"d","b","a","-","-","abd"
"14717",460,31,"e","b","-","-","-","be"
"14718",460,2,"b","d","e","-","-","bde"
"14719",460,13,"e","a","c","-","-","ace"
"14720",460,4,"e","a","-","-","-","ae"
"14721",461,30,"e","d","c","-","-","cde"
"14722",461,19,"a","b","-","-","-","ab"
"14723",461,9,"d","e","-","-","-","de"
"14724",461,12,"c","a","-","-","-","ac"
"14725",461,20,"e","d","-","-","-","de"
"14726",461,11,"b","c","a","d","-","abcd"
"14727",461,32,"c","d","e","-","-","cde"
"14728",461,28,"c","b","d","-","-","bcd"
"14729",461,22,"e","a","d","b","-","abde"
"14730",461,4,"a","c","-","-","-","ac"
"14731",461,15,"d","c","-","-","-","cd"
"14732",461,16,"d","e","c","-","-","cde"
"14733",461,17,"a","d","e","-","-","ade"
"14734",461,6,"a","b","-","-","-","ab"
"14735",461,8,"c","e","b","-","-","bce"
"14736",461,13,"a","c","b","d","-","abcd"
"14737",461,31,"e","b","d","a","-","abde"
"14738",461,10,"b","d","a","c","-","abcd"
"14739",461,1,"a","c","-","-","-","ac"
"14740",461,7,"d","e","a","b","-","abde"
"14741",461,25,"d","a","-","-","-","ad"
"14742",461,3,"b","c","d","-","-","bcd"
"14743",461,24,"b","d","c","-","-","bcd"
"14744",461,27,"c","b","a","e","-","abce"
"14745",461,26,"e","c","-","-","-","ce"
"14746",461,14,"a","e","-","-","-","ae"
"14747",461,5,"a","d","b","-","-","abd"
"14748",461,2,"d","b","c","-","-","bcd"
"14749",461,23,"b","e","-","-","-","be"
"14750",461,21,"e","b","a","c","-","abce"
"14751",461,18,"d","a","-","-","-","ad"
"14752",461,29,"d","b","-","-","-","bd"
"14753",462,19,"c","e","-","-","-","ce"
"14754",462,25,"e","a","d","b","c","abcde"
"14755",462,24,"a","c","e","d","-","acde"
"14756",462,22,"a","b","-","-","-","ab"
"14757",462,30,"a","c","d","b","-","abcd"
"14758",462,16,"e","b","-","-","-","be"
"14759",462,14,"e","c","d","a","-","acde"
"14760",462,9,"c","b","-","-","-","bc"
"14761",462,20,"c","a","b","e","-","abce"
"14762",462,17,"d","e","b","-","-","bde"
"14763",462,4,"d","c","b","a","-","abcd"
"14764",462,31,"c","a","-","-","-","ac"
"14765",462,10,"b","a","e","c","-","abce"
"14766",462,3,"a","c","d","b","e","abcde"
"14767",462,26,"a","c","e","-","-","ace"
"14768",462,18,"a","b","d","-","-","abd"
"14769",462,15,"e","c","-","-","-","ce"
"14770",462,21,"b","d","-","-","-","bd"
"14771",462,5,"c","d","-","-","-","cd"
"14772",462,8,"c","a","-","-","-","ac"
"14773",462,11,"b","c","e","-","-","bce"
"14774",462,7,"e","d","a","b","-","abde"
"14775",462,6,"d","e","-","-","-","de"
"14776",462,2,"d","a","b","-","-","abd"
"14777",462,28,"d","e","c","a","-","acde"
"14778",462,1,"d","a","c","-","-","acd"
"14779",462,13,"b","d","c","-","-","bcd"
"14780",462,29,"a","b","d","c","-","abcd"
"14781",462,23,"a","c","b","e","-","abce"
"14782",462,12,"d","b","e","-","-","bde"
"14783",462,32,"b","e","a","-","-","abe"
"14784",462,27,"a","d","-","-","-","ad"
"14785",463,12,"d","c","b","-","-","bcd"
"14786",463,31,"c","b","d","-","-","bcd"
"14787",463,1,"b","d","e","-","-","bde"
"14788",463,19,"d","e","c","a","b","abcde"
"14789",463,4,"a","b","d","-","-","abd"
"14790",463,17,"b","d","-","-","-","bd"
"14791",463,10,"e","c","b","-","-","bce"
"14792",463,5,"c","d","e","a","b","abcde"
"14793",463,15,"d","b","a","-","-","abd"
"14794",463,3,"e","a","-","-","-","ae"
"14795",463,13,"b","a","-","-","-","ab"
"14796",463,9,"a","c","-","-","-","ac"
"14797",463,16,"c","a","b","e","-","abce"
"14798",463,28,"e","d","b","-","-","bde"
"14799",463,11,"a","c","b","-","-","abc"
"14800",463,21,"b","c","a","-","-","abc"
"14801",463,6,"c","b","-","-","-","bc"
"14802",463,14,"c","d","b","e","a","abcde"
"14803",463,18,"b","c","d","a","-","abcd"
"14804",463,27,"b","c","a","-","-","abc"
"14805",463,26,"a","e","-","-","-","ae"
"14806",463,32,"b","c","-","-","-","bc"
"14807",463,8,"b","a","e","d","-","abde"
"14808",463,29,"c","b","e","d","a","abcde"
"14809",463,23,"a","e","b","-","-","abe"
"14810",463,20,"d","a","-","-","-","ad"
"14811",463,30,"e","b","a","-","-","abe"
"14812",463,22,"e","d","-","-","-","de"
"14813",463,2,"c","e","-","-","-","ce"
"14814",463,25,"d","a","b","-","-","abd"
"14815",463,7,"c","a","-","-","-","ac"
"14816",463,24,"e","b","-","-","-","be"
"14817",464,12,"a","d","e","c","-","acde"
"14818",464,13,"d","a","e","c","-","acde"
"14819",464,31,"e","c","b","a","-","abce"
"14820",464,32,"a","b","d","-","-","abd"
"14821",464,15,"b","e","-","-","-","be"
"14822",464,17,"c","a","d","b","-","abcd"
"14823",464,23,"c","d","e","a","-","acde"
"14824",464,5,"d","e","c","b","-","bcde"
"14825",464,21,"d","e","c","-","-","cde"
"14826",464,7,"c","d","-","-","-","cd"
"14827",464,6,"d","c","a","-","-","acd"
"14828",464,27,"e","d","b","a","-","abde"
"14829",464,30,"c","b","-","-","-","bc"
"14830",464,20,"c","d","b","-","-","bcd"
"14831",464,10,"b","e","-","-","-","be"
"14832",464,19,"c","b","e","-","-","bce"
"14833",464,14,"e","a","c","d","-","acde"
"14834",464,11,"b","a","e","-","-","abe"
"14835",464,1,"c","e","-","-","-","ce"
"14836",464,2,"b","a","-","-","-","ab"
"14837",464,28,"c","a","e","-","-","ace"
"14838",464,22,"b","c","-","-","-","bc"
"14839",464,25,"e","c","d","b","-","bcde"
"14840",464,9,"c","a","-","-","-","ac"
"14841",464,16,"b","c","d","a","-","abcd"
"14842",464,29,"e","b","-","-","-","be"
"14843",464,3,"c","d","a","b","-","abcd"
"14844",464,18,"d","b","c","e","-","bcde"
"14845",464,24,"b","a","-","-","-","ab"
"14846",464,4,"b","a","c","-","-","abc"
"14847",464,8,"d","e","-","-","-","de"
"14848",464,26,"a","e","b","-","-","abe"
"14849",465,22,"e","d","a","b","-","abde"
"14850",465,8,"e","c","-","-","-","ce"
"14851",465,21,"b","d","-","-","-","bd"
"14852",465,6,"c","b","-","-","-","bc"
"14853",465,4,"e","c","-","-","-","ce"
"14854",465,12,"b","d","c","-","-","bcd"
"14855",465,18,"c","d","b","-","-","bcd"
"14856",465,17,"b","c","d","a","-","abcd"
"14857",465,30,"d","c","b","a","-","abcd"
"14858",465,26,"a","e","c","-","-","ace"
"14859",465,3,"e","b","-","-","-","be"
"14860",465,31,"a","c","e","d","b","abcde"
"14861",465,23,"e","b","-","-","-","be"
"14862",465,9,"c","e","d","b","a","abcde"
"14863",465,2,"e","d","c","-","-","cde"
"14864",465,28,"d","b","a","c","-","abcd"
"14865",465,1,"b","c","-","-","-","bc"
"14866",465,20,"b","e","-","-","-","be"
"14867",465,29,"a","b","-","-","-","ab"
"14868",465,11,"a","e","-","-","-","ae"
"14869",465,16,"e","c","a","-","-","ace"
"14870",465,25,"b","d","c","-","-","bcd"
"14871",465,7,"c","b","-","-","-","bc"
"14872",465,24,"d","e","b","a","-","abde"
"14873",465,5,"b","d","c","a","-","abcd"
"14874",465,15,"e","d","-","-","-","de"
"14875",465,32,"c","a","e","-","-","ace"
"14876",465,14,"b","e","d","a","-","abde"
"14877",465,27,"d","a","c","-","-","acd"
"14878",465,10,"b","a","-","-","-","ab"
"14879",465,19,"b","d","-","-","-","bd"
"14880",465,13,"a","c","b","-","-","abc"
"14881",466,21,"c","e","-","-","-","ce"
"14882",466,17,"d","a","-","-","-","ad"
"14883",466,9,"a","d","c","e","-","acde"
"14884",466,20,"e","b","a","d","-","abde"
"14885",466,19,"a","e","-","-","-","ae"
"14886",466,31,"c","a","e","-","-","ace"
"14887",466,22,"e","d","-","-","-","de"
"14888",466,15,"b","c","-","-","-","bc"
"14889",466,30,"a","e","c","-","-","ace"
"14890",466,11,"b","a","-","-","-","ab"
"14891",466,23,"d","c","b","-","-","bcd"
"14892",466,2,"a","c","e","d","-","acde"
"14893",466,1,"b","a","-","-","-","ab"
"14894",466,14,"e","c","b","-","-","bce"
"14895",466,4,"d","e","b","c","-","bcde"
"14896",466,25,"e","a","-","-","-","ae"
"14897",466,29,"a","e","-","-","-","ae"
"14898",466,13,"a","d","b","-","-","abd"
"14899",466,27,"a","b","e","-","-","abe"
"14900",466,24,"b","e","d","-","-","bde"
"14901",466,26,"b","a","d","-","-","abd"
"14902",466,7,"c","d","e","b","a","abcde"
"14903",466,6,"b","c","-","-","-","bc"
"14904",466,32,"b","d","e","c","a","abcde"
"14905",466,28,"c","a","-","-","-","ac"
"14906",466,18,"d","b","-","-","-","bd"
"14907",466,12,"a","b","-","-","-","ab"
"14908",466,8,"e","c","d","-","-","cde"
